attendance_rate,time_spent_hours,assignments_submitted,quiz_avg_score,forum_posts,badges_earned,final_exam_score,final_grade
0.7795291853803685,79.7851461652226,10,0.924893163771353,6,2,0.8617839595292669,3
0.8607699869993115,51.852938027616396,9,0.43401421326063805,2,5,0.6528600364272417,2
0.7757052421784956,46.749023162653074,8,0.5418701458325842,9,2,0.6404655751021315,2
0.732652757641764,46.111672804938614,10,0.922073822900362,4,1,0.8327723781334424,3
0.7048344456616067,51.86577150361571,6,0.796111957149798,6,0,0.7492813058718669,2
0.5282217014448859,37.57559359477402,8,0.651180620238637,8,2,0.7002655475756018,2
0.6420233687407937,51.802978381190826,10,0.886989447143298,9,3,0.8122679091179529,3
0.6809041843560318,56.762185044976995,5,0.7670290174594013,5,1,0.6580136100410143,2
0.9085683339328373,53.14529095361732,10,0.7348990137961628,7,4,0.7688406827507023,3
0.8015427434352692,56.86312901007172,10,0.7338343025653626,6,1,0.7848377194442342,3
0.4855439766955899,56.50621414022803,6,0.769785732582174,5,3,0.5592484482333527,1
0.7986125954092193,23.421549766303343,8,0.7758538751946179,6,1,0.7230075345213058,2
0.6922376579375525,59.553052375931046,6,1.0,6,3,0.9079673204309167,4
0.6484616999541062,39.934777315063194,6,0.6707660782490992,6,3,0.7108545039392269,2
0.8417514433261302,33.562412554940636,5,0.6753929217777693,6,1,0.6729408733840041,2
0.9046499283743926,33.433222582175055,10,0.5144660218643928,5,1,0.7622888939169729,3
0.8896920178674298,56.50312415708794,8,0.6922153919768472,6,1,0.7315906822971807,2
0.6241173715166042,46.661376091627204,7,0.9794330349317228,3,4,0.7238663476330977,2
0.7036181436223178,24.77046824021884,9,0.8476727503651984,2,4,0.7139968736996585,2
0.7996895147105346,57.17056722788425,6,0.6184498384187008,11,5,0.6544815633945268,2
0.8963317690683539,28.40587803801759,6,0.7045062046781927,8,3,0.7512612394318554,3
0.6781238643232065,52.097320377773165,6,0.5055342436622507,8,2,0.5214580926728726,1
0.7221511535004275,53.57748388509581,6,0.554632098355254,1,1,0.642531075587187,2
0.5840497538990957,63.28365622542567,9,0.7224161728920576,7,5,0.7512381624645125,3
0.5705690063878994,76.72527179700278,7,0.6258318095769321,6,2,0.6495627633256524,2
0.8718788733591297,29.529855111491877,5,0.5433100315932372,3,0,0.575312853431728,1
0.9534360042856235,49.212892159054256,7,0.7734761147106838,9,0,0.8058824613531176,3
0.7391984817629499,45.85497057433674,9,0.6876624870020014,7,1,0.7322807541198506,2
0.9005299346838036,56.50624528941444,8,0.4648674442463441,5,0,0.7092591002750557,2
0.8042454037571451,53.23503156400428,5,0.38872795507483177,4,2,0.609800094285388,2
0.6532320368092314,44.7118063589507,5,0.6144982752138618,6,0,0.5276264425707986,1
0.804209340826262,43.386467170837165,8,0.4617602284837708,6,1,0.651388284141874,2
0.9807054849698954,33.25323717223929,10,0.4196632890294019,1,3,0.725867198204482,2
0.7446260941335072,64.81792373609764,6,0.8693453802103127,7,4,0.7799095223555746,3
0.9846965483721009,56.88806272399294,9,0.685343366520206,4,4,0.8317684451782839,3
0.35703823438653837,63.766522966927056,8,0.6601830432661745,4,4,0.5781021588740111,1
0.8732853756562836,45.344057952867296,7,0.6717391275773876,6,3,0.6633975976017829,2
0.7630570602357257,40.147467969583545,7,0.5293251773810544,2,0,0.543717572295792,1
0.7051488974301199,33.82527400056158,10,0.7616464247521252,5,4,0.8026120889846524,3
0.7637641164803254,55.38376375610989,8,0.6803949509901189,2,2,0.7176053433394243,2
0.4518646628098661,34.403101632076485,9,0.5863887016030882,5,0,0.6028877326778335,2
0.7170492168243732,77.72994603449825,10,0.60885569732125,5,3,0.7447240826060009,2
0.8035668857267619,30.385361283598392,10,0.5158811930181557,1,5,0.669381649521677,2
0.9716841067112274,54.104901788187526,10,0.6390635690647247,7,4,0.8551469136930826,3
0.6722594672589529,73.50282060820679,5,0.6640558178826228,3,0,0.6257239786757154,2
0.6287259595660218,58.98634638895714,5,0.6351575006305054,4,3,0.6381587612804587,2
0.6747364434623195,52.635105687376694,6,0.7082731836012379,2,1,0.6536052666182371,2
0.8873103176553111,35.47274529557157,9,0.6882232442857366,5,5,0.6468615237732437,2
0.7993126664489527,29.27346217148444,7,0.7346152807996911,4,4,0.6726039347789285,2
0.6705359694349442,61.55075163376379,7,0.8414645555382392,6,1,0.7953766318700067,3
0.8269901149670034,72.5922086116242,6,0.7889535215819621,2,1,0.710203508474826,2
0.7645616324022061,43.41725014282743,7,0.8431884760765503,2,4,0.7838012005765421,3
0.8952967485799334,32.91407738575474,10,0.5728398655260656,7,2,0.7479158452228142,2
0.6446920359183972,13.127458541764724,6,0.6237077658867014,2,1,0.5807315256387455,1
0.7008506780103347,35.28852734506194,6,0.7980395025918952,7,3,0.6938990182523479,2
0.6911837770301763,48.2951473625144,8,0.8007216507148129,2,2,0.7674726832310164,3
0.5304727577801822,73.98684861255101,5,0.5982069073694677,7,1,0.5874429935216952,1
0.7944180415596864,60.097005383494526,9,0.7917375888672613,7,1,0.7439456932652065,2
0.7891582908269834,54.5762810706013,9,0.5584701825031086,6,4,0.7505627640077959,3
0.7507670184963692,43.99820508048303,5,0.772158358621269,7,4,0.7725691570328006,3
0.714811929993728,41.252514241160654,10,0.6960555698701538,7,0,0.6677341757822526,2
0.5376943886924379,71.08471396261945,9,0.49233465941404947,4,5,0.5852790779944337,1
0.6869032015851961,53.011078111375845,7,0.6348889267360889,4,4,0.7342467125995156,2
0.6985928225209845,18.46098962118467,7,1.0,2,4,0.7402232652784319,2
0.6296584096167572,39.89690528154136,9,0.7304170544207492,3,0,0.726391477837562,2
0.7258071432500987,37.1267595234256,8,1.0,4,2,0.8092989967696084,3
0.8106076285221807,41.806039862338025,9,0.4834110205187445,5,5,0.7275916522788921,2
1.0,58.443659904276274,6,0.8126112688995762,3,5,0.7906275715457947,3
0.7761866719247759,48.388326773086256,10,0.3198495712289326,4,0,0.5247742626330351,1
0.7886325586084146,48.84701889494507,6,0.6999646772627824,2,4,0.7164139065150251,2
0.7388331126350749,69.70209741987856,5,0.7946826066476981,6,2,0.7660655004073957,3
0.4621843177051438,39.55308365319967,10,0.8256835142494414,4,5,0.7292088947641384,2
0.7460229186826175,77.96299288831024,10,0.580109541312938,3,0,0.6945155250041402,2
0.759034531491154,39.93038612943371,7,0.8558635632965104,7,0,0.7363979352046705,2
1.0,51.33797294918857,10,0.6199427859932958,5,5,0.8122705748139389,3
0.7211458552828316,45.7819460689585,8,0.6753854123331404,9,0,0.7234395732349583,2
0.7952321013500419,51.85128700251442,9,0.6350016670965049,7,4,0.7642151382968361,3
0.7447932345442135,56.668879926096935,6,0.5295415973901503,3,1,0.603501098434317,2
0.5746982943570702,56.50752860133315,7,0.9354579381131287,4,0,0.7688960628670258,3
0.921423422177253,38.7032400406913,7,0.7072026725737115,8,2,0.7031476218484517,2
0.8627899549030161,33.15627983828644,8,0.8630977567987942,7,4,0.8789406339830473,3
0.868654792056457,87.54757686358566,8,0.85670668626469,5,2,0.7563733575826561,3
0.6135918817807892,42.740234905991706,8,0.5548089678590525,3,1,0.7020261461490425,2
0.9604191466404148,60.4881865800798,8,0.8824190871507401,6,5,0.7867235425881993,3
0.5397223405811579,25.885380342152047,6,0.7755121365323984,2,5,0.5930866403813384,1
0.8380285640700406,45.805809201429845,8,0.5438647203290666,11,2,0.596390642966419,1
1.0,48.09200924026336,7,0.7673276247012256,4,0,0.8216254020617446,3
0.6014195512303968,57.09222604891749,7,0.5465548172697898,7,5,0.6168900908766702,2
0.6650553405595843,9.16318788512092,10,0.940968755196796,7,2,0.7551661935124141,3
0.7649477047631462,52.49210919617496,9,0.8220680117383145,6,2,0.7233571013251635,2
0.6744786518825702,32.75387816948161,7,0.6893277156713447,7,4,0.6983675526648867,2
0.5174004853400801,54.86518566792386,7,0.8897205427325775,4,5,0.6930975088111787,2
0.7602844462209041,34.45506204742756,6,0.46270185329446933,2,2,0.5711674981299463,1
0.5906544429410843,37.16775956111628,10,0.5875988049819938,8,3,0.6010786201673889,2
0.8210388645952772,45.89558584410098,7,0.6621370417389443,5,3,0.733270895555391,2
0.6120863648649295,34.21505795595207,5,1.0,5,4,0.7029429792100441,2
0.9824901607526308,42.86698329896968,7,0.5394275648689891,3,3,0.7073501490127604,2
0.6325120061495645,32.09936347185027,9,0.44390410873889896,4,4,0.5440401515893817,1
0.7016907725691487,22.502443224519087,9,0.4833421728252594,2,2,0.6288241523608775,2
0.8720275826054504,65.2693557864404,10,0.8359323803808401,7,5,0.8520206883132496,3
0.5653703525349068,30.559269607641074,10,0.6108711594191715,6,4,0.5570930466521595,1
0.7841189901906194,47.319786685880246,8,0.6761370003447079,1,3,0.7303306427834241,2
0.9460714131423642,61.293366222406775,6,0.8144248962511726,4,0,0.8224892245958788,3
0.5088775148158159,40.77583846225935,9,0.6762873058063132,6,0,0.594014113510672,1
0.7776950787798457,37.62251150381693,5,0.7306219906762083,7,3,0.7327569919836123,2
0.7889824191372635,53.39357133001132,5,0.7802822721414542,6,0,0.6507235319615234,2
0.8672734307665966,66.76900734090728,8,0.6353985412059676,4,4,0.7653831412904923,3
0.5644573933682877,32.460271023702965,6,0.6750524410105474,4,3,0.6772467751902093,2
0.5519315080373586,47.747782519738415,6,0.7362933103481517,10,1,0.7261081039336788,2
0.8282912348425346,24.01258107549009,10,0.830226890957983,5,2,0.7503594010516336,3
0.794547700984978,44.10198494476715,7,0.5811446103729025,8,1,0.6945074843853746,2
0.7875739275518815,50.51307026807113,5,0.24691361172553306,8,4,0.46361865660941026,1
0.8019672314245464,37.18063037367401,5,0.801937472407847,3,3,0.6518444973814648,2
0.6479962917632264,43.145122492621525,5,0.8391573878125127,6,2,0.6859328187276816,2
0.7848380545741506,28.87659847538825,5,0.7300051243195258,7,1,0.7063913368777655,2
0.7939608709948022,51.1561791707224,9,0.7402439828434804,6,4,0.7601382609743549,3
0.6428472872960448,65.83541373324725,6,0.6153535158789744,5,5,0.5501452276550056,1
1.0,33.542841953443045,7,0.7750275132302386,6,4,0.7187121493767995,2
0.8210749381367681,40.65992350171426,9,0.8279750229526283,2,0,0.8358231195205834,3
0.5713044754196027,57.538193696812726,6,0.7084744512127726,4,2,0.657601897903803,2
0.8484830412950745,68.18136078984105,8,1.0,4,2,0.9083194790795387,4
0.6037977494659018,27.60215281686603,5,0.46543883684929305,2,1,0.4308692529919216,1
0.8680626905613678,47.46822893876076,7,0.724444250628452,3,2,0.705237397418678,2
0.9237893368511106,54.246962334792876,6,0.5238470556524027,5,1,0.6316865099343092,2
0.6268976522472435,48.469154140567284,8,0.8319768885935335,5,3,0.6677197746768022,2
0.8945064193866483,12.848118996843695,5,0.46277868579367276,5,3,0.5723925227858123,1
0.8119171390404747,57.51635013963158,8,0.4999117685923452,8,3,0.6244178160779347,2
0.8733090239991735,72.79004526635967,8,0.6050219589176192,3,1,0.7253030027458258,2
1.0,51.74992626754255,9,0.7398748254783098,3,5,0.7870550014194567,3
0.7131917825995694,34.53340920058605,8,0.6106792917007574,5,5,0.5941352979354038,1
0.6369395753463766,42.303091304535755,9,0.612183810610136,1,1,0.5972016599482548,1
0.6165728355561715,76.5486960148339,10,0.6728664317610872,5,3,0.6865177098500981,2
0.6276284572551842,63.64943811290838,9,0.663663976140774,5,3,0.7129424740956659,2
0.7384347435878844,59.60039927576494,8,0.9231174082477785,3,2,0.7658110431404878,3
0.8011727962224966,55.34618875301564,6,0.8028866679503451,4,2,0.7443846408272137,2
0.7915036198995029,40.08294331713542,8,0.6513134890323033,5,1,0.7558568785149002,3
0.8740774873554036,46.99143229016347,8,1.0,4,0,0.8712883041692591,3
0.751950283781686,48.831158964822265,6,0.7737491762284013,8,5,0.6384949690436693,2
0.9680301115735975,58.24361474096666,5,0.5546556917029677,3,0,0.6441001584866568,2
0.7103014750143066,72.63378341400355,7,0.7384770609987765,5,2,0.7761676110228564,3
1.0,66.77507205189693,10,0.7803268817297971,7,4,0.8791373996133124,3
0.8438501021647509,28.70923466305939,5,0.5968562921407977,8,0,0.5819143266318408,1
0.6214263665375577,53.35992453351573,8,0.542123663379094,5,1,0.5895456948974455,1
0.5893661252908331,61.051450177518454,5,0.7129688635063662,1,4,0.6928498857628863,2
0.8223708622864778,59.28290495216953,7,0.6459667343040946,4,1,0.7550679201117957,3
0.7164805822011223,40.56149354918871,5,0.9218691832683164,3,2,0.7188602388819016,2
0.8571000741138138,93.71163823652543,7,0.8111733736127372,4,5,0.8059732045658266,3
0.8209856436860317,30.843731565033217,5,0.6038837088870129,4,1,0.6367639097318785,2
0.7390756631014691,33.75217330000925,9,0.7638907166422882,1,0,0.7083855190183804,2
0.6229809422897392,53.503926218923645,8,0.8900692214087109,3,3,0.8045372940765103,3
0.5227729162971203,81.75204582445781,7,0.4909293331150525,10,1,0.578438627729553,1
0.6830227571899469,37.45707723943744,10,0.5465832638518371,2,0,0.6023326940004984,2
0.8784598191485209,46.012574515295114,8,0.6983247074080703,4,3,0.7945397916624047,3
0.7821140616195306,66.1594050952354,9,0.7053402951857551,5,1,0.7179806953467571,2
0.5631391831932018,49.732067676684,5,0.6921703741805709,8,4,0.5052251000966638,1
0.7759771388776773,44.98094218204557,8,0.6533834231818483,4,1,0.7526096535927842,3
0.8077976069593256,58.4844935283008,5,0.651090951632197,2,1,0.7084993442749171,2
0.6174213845698301,54.087769853443895,5,0.7576387205232443,2,1,0.6074625752120537,2
0.7730587658918292,65.45658178455187,8,0.8700913830458759,5,4,0.9034000720074353,4
0.7587313077669,69.37203333598045,7,0.627857090546736,4,1,0.7324455740559974,2
0.5785544553254065,54.60504590008043,7,1.0,4,4,0.6610688906984483,2
0.8036681040522425,54.375990880674635,8,0.9941037153610475,7,1,0.8134143751731923,3
0.8341176789552351,53.211664734292,7,0.8993883444370122,5,3,0.8687672895952235,3
0.9124576864762916,57.33695834973931,6,0.7933725001842342,3,3,0.8772531719336072,3
0.9080703078052355,50.82755956807196,5,1.0,2,4,0.8183247220302561,3
0.5433495948064364,49.990872765165655,8,0.6564826952500887,4,3,0.6746048385449389,2
0.6093262440127316,67.94940681240864,10,0.5751093382014648,5,1,0.6546582467090607,2
0.8272552900812989,72.74174270532565,9,0.6211041910894023,4,0,0.7713818875867985,3
0.8270678926368313,27.386705830498688,8,0.5495585795364877,3,0,0.6379273332852218,2
0.8272571529459072,50.15031727610854,8,0.7182701983470055,5,1,0.6638446867903035,2
1.0,39.66958349832148,5,0.7449745696191614,4,3,0.7291288852720984,2
0.8356335766039751,45.335428002708916,9,0.730125975802166,7,2,0.9125857272865818,4
0.9203348460270898,56.037743146029825,5,0.69813529717273,8,0,0.690509814245681,2
0.8931002645239803,60.041575573137024,10,0.7199731792257422,5,3,0.8224407843127077,3
0.8477086876958697,48.318103345829826,7,0.9604485713274833,3,5,0.8482232866064598,3
0.7027096133039482,21.29989497915796,8,0.7930077801458626,7,5,0.702194319542274,2
0.8638453830739901,35.52431629135731,5,0.8383763194907231,8,4,0.6936343316853683,2
0.6340762178193642,63.44749505300249,10,0.7286184905030182,7,3,0.7641657413712524,3
0.7144772089889987,8.893603669476029,10,0.4576616952297884,6,0,0.6329787835161429,2
0.6771954678256344,67.81140727523,6,0.4279176294295733,6,2,0.5676472268176178,1
0.7622811209079484,57.81844985966812,8,1.0,1,2,0.816843135351719,3
1.0,69.74264122295034,10,0.6202266587153168,3,0,0.802231535305333,3
0.4699102211112378,47.02146219678559,7,0.6074872983772102,3,1,0.5332630966300872,1
0.852939028556177,19.078918639656425,5,0.7368494862065873,4,0,0.7013857036638868,2
0.5080926193215523,56.45543962259747,5,0.7825604467494891,2,4,0.635925927259947,2
0.6792102201315849,69.11979686057512,6,0.8015293206001619,10,3,0.7191628829353317,2
0.9133425895451049,63.87082708270131,7,0.9661627799320005,4,0,0.8150397071342245,3
0.7596420028643194,40.05962774767947,10,0.9251104573986911,4,4,0.7756800174635246,3
0.5883382833106041,51.3014161319397,6,0.5783600163041768,7,1,0.5724728149017249,1
0.6427044436110048,42.007455968301144,10,0.8453101860132683,3,2,0.6693085111273537,2
0.8519396623402014,37.711003037159415,10,0.6423863622683802,4,1,0.7737852516204302,3
0.6404450052424295,64.33082856769776,8,0.6793736883353835,5,0,0.6766232393108647,2
0.7824687884372963,32.03701533102257,9,0.5359016191072956,7,2,0.6199005534051637,2
0.7568357759855721,36.59275354127581,10,0.4460390719252885,6,3,0.5650991152941494,1
0.6522599478591274,33.43961549791422,5,0.6952657431051567,4,0,0.6111524603086311,2
1.0,27.6462871505143,10,0.5566027125833131,4,5,0.7682206427201129,3
0.8450878533477016,52.19621437763905,6,0.8391720517858055,6,2,0.8332182256243992,3
0.44622861200135894,67.42254572722965,10,0.6578382634719817,2,0,0.638013929233159,2
0.7779681472154142,47.22684865632102,5,0.746288532842481,3,3,0.7486164175417998,2
0.6507320302847418,27.413782991537502,5,0.9051288630873147,6,0,0.692037331978836,2
0.8778650002194336,62.59916809613041,6,0.47720572273268375,2,4,0.6464025662880789,2
0.6311218892350949,75.28552631052457,5,0.5913073917175469,4,1,0.6954738010349057,2
0.7327895337799651,40.30636513780108,7,0.7271325436848775,4,0,0.718448539981171,2
0.8257480918470685,42.82168599923423,7,0.7468787223734891,6,5,0.7500852082736501,3
0.8798632791255182,57.734909451250914,9,0.8655246251908488,5,5,0.8209911373358298,3
0.5699555389416335,74.32810621677577,7,0.8300729693560897,4,5,0.6542451772249568,2
0.6998248146238577,42.20248781412161,6,0.7145400438596109,5,4,0.6804367381203013,2
0.6787582033258566,30.013253285026924,10,0.7455107005895882,9,4,0.7520238676975434,3
0.6520006151139432,59.4712790940861,7,0.7496613836485735,9,5,0.6839249513090236,2
1.0,61.98602109713449,9,0.4795431452989366,8,0,0.7195994548021704,2
0.8107472566441434,50.0919717565284,8,0.6765436783967558,7,5,0.6567095869029713,2
0.5608674068497432,41.62800110513824,8,0.7372709826995638,6,2,0.6406962885754537,2
0.8876792920582164,64.91568096488069,6,0.7687826288177659,5,2,0.80299236507361,3
1.0,57.920540068219466,9,0.5613454839903761,3,1,0.761295314037036,3
0.904869789082672,38.473467246447605,7,0.5096803131206663,4,2,0.5909024909210329,1
0.522094505106898,50.73642096958507,9,0.6648201111222879,6,3,0.657364584706522,2
0.6773648890700623,29.724387019630303,5,0.995104916663724,2,0,0.8400476253583273,3
0.9400366723779934,60.2883568465688,9,0.5771128730906997,5,2,0.8552694159513332,3
0.6438495801571829,46.06649645925716,7,0.8760892371032214,2,3,0.6761708271425921,2
0.8165729142219342,43.464337514228944,6,0.9377109464567679,0,5,0.7232073488062393,2
0.8661951080144005,49.506882722713485,5,0.706819978934979,9,3,0.6617290703840255,2
0.6109604292632875,50.604615489953716,9,0.5980228098019823,2,4,0.6284580219315612,2
0.74107119659073,63.42395092348341,8,0.7769229345487337,6,2,0.741326833615558,2
0.26380989898963914,58.86635796987832,7,0.7292485438149243,5,1,0.49131668236993664,1
0.5963418537998565,47.65386081810796,6,0.5711344029714537,6,3,0.590484894683484,1
0.7121147772910259,61.45502224578493,10,0.6011795760442336,7,5,0.6746964272683499,2
0.5628325227052726,56.0110588053742,7,0.7680369778217996,6,2,0.6726216996521914,2
0.9948616955897452,43.60100545570944,9,0.840016061225282,4,0,0.8390816938551805,3
0.5354787933059051,48.12922762645271,6,0.6515814698026918,5,1,0.5647952585086371,1
0.6839933269954525,47.77665666735319,8,0.689629965266792,7,2,0.6155626141965999,2
0.7696110865929137,57.578920147613026,5,0.8002957855766619,4,0,0.6827937941879224,2
0.9661909933599173,44.494660779175376,9,0.6741269673739096,2,3,0.7254655405280531,2
0.5346206773230842,44.1438622036755,6,0.6551009540056173,5,3,0.525124226414146,1
0.9244745628232439,79.53135964150938,5,0.5866988770409161,6,0,0.6290044939004256,2
0.7515349591529381,64.09603222620656,6,0.5840973064938952,6,2,0.6532141370441275,2
0.6027737023428074,38.590990033622916,10,1.0,4,3,0.725371046401542,2
0.8193155211394906,58.564114909132975,9,0.6705697509881376,2,5,0.8085587810914643,3
0.7798589543360205,51.77525098482766,6,0.9047587482268336,5,2,0.8198831909809761,3
0.6599674684261808,55.87326762890141,8,0.9525990006278606,5,3,0.8944912240345938,3
0.7604703127485029,52.06011986847657,6,0.6724626565760261,5,4,0.6178324198364172,2
0.6922029604707359,67.84463968227854,9,0.7552644712652153,2,5,0.7521697153649715,3
0.7670276017876873,55.18430516977169,6,0.7153717723049547,6,3,0.6695575318602645,2
0.849319601178157,49.06866952678569,5,0.45817264740119845,4,3,0.5383083304415699,1
0.9879025224218028,65.63285865474526,5,0.4672040481627756,1,4,0.6073031699674609,2
0.5643276751759727,53.49927561631808,10,0.7073272700356409,5,5,0.7662564731446917,3
1.0,51.82217868993587,7,0.6362629692087105,8,5,0.790759851837235,3
0.45718683007162475,54.71033903729172,10,0.9837370507590384,8,1,0.7520506117653212,3
0.7272322357446626,48.595864649504506,7,0.6645140591958072,5,4,0.6918802254771009,2
0.8382475809726865,50.13840489493203,8,0.9926393495602186,7,5,0.890733880250854,3
0.7921487801602549,41.19958116857191,5,0.6285412905796683,8,1,0.5581620123954053,1
0.6565950720269109,38.73249170564182,7,0.98683006309134,1,3,0.75737445459489,3
0.7187816624464087,35.021444202763405,6,0.7759636745421019,4,1,0.7246924937501843,2
0.676049859801175,29.120250698043858,8,0.7844937843656795,5,0,0.5729467188639359,1
0.6615952864583683,36.804239579231655,9,0.6232354064899526,1,0,0.6467058599683385,2
0.8774403145531537,47.38599448299612,7,0.7865375770605533,7,0,0.7676395480105636,3
0.8035523228947571,51.546763736684554,10,0.9539070149621875,3,4,0.8506638776217604,3
0.6460635607109019,45.93055155278539,7,0.6782758758909794,3,0,0.6196964359690413,2
0.8849399813149876,14.664447648089634,10,0.6490904776950073,3,2,0.7613764428858573,3
0.7960949281314914,73.61879536643514,10,0.6629856191709868,9,0,0.7785082884722115,3
0.871929317825844,66.29720184335572,5,0.9430167407509655,4,3,0.6858862249469315,2
0.8444443262885418,56.68639776825693,8,0.8283026810501629,3,5,0.7821653572157663,3
0.6256507483616891,78.61236008829903,10,0.9171519985706678,1,0,0.7543083042122909,3
0.6659728439704545,35.33953823774434,5,0.7470434065726403,5,1,0.6394072475476527,2
0.8620940407684893,78.31437680939007,5,0.7058979035166747,4,3,0.6743555945364015,2
0.8415555398150197,35.52178884874178,10,0.7635916058605948,5,3,0.8163584609911497,3
0.7468647609053778,53.58106887937035,8,0.8605237801618809,8,0,0.6628455072669306,2
0.7675991074963173,30.892440122986933,6,0.6629322636118202,2,5,0.6318159764978227,2
0.9416497343682637,50.2204114331655,7,0.9053015490035179,2,1,0.8319124636237284,3
0.6612642916746255,55.79249746997583,5,0.7548745835598815,2,3,0.5709509792968277,1
0.8320646071755057,47.67964503298168,7,0.3390582792954732,1,3,0.6004822658210217,2
0.7196711021349159,60.708161661352065,8,0.8325240140657791,8,2,0.8087341862563897,3
0.717347819515917,51.48521674230886,6,0.5091542480107026,11,4,0.6003699810858597,2
0.9148165277980785,42.16377907433736,9,0.8288759141010981,2,1,0.7839388871609262,3
0.8738124523482045,41.49780023296491,6,0.8352276997357249,3,0,0.6642198077558976,2
0.8720264454000958,62.163706589235446,8,0.7494838896071812,2,3,0.7460823783039987,2
0.9458218210731494,40.193869552895485,6,0.781552134831504,7,3,0.7698800947074559,3
0.7531505762449139,63.73104455727405,9,0.8648306181765979,9,4,0.8906701682255075,3
0.8522929456942446,68.34067689247897,5,0.6256558489283908,4,5,0.6951127801715503,2
0.7034599865109816,24.96929206480805,6,0.8190144489553717,4,0,0.5853517108384277,1
0.7986249528732663,66.99389580951552,10,0.8744534954435554,5,2,0.8509575298796787,3
0.7304785418448473,80.90634047667048,10,0.9640123896307717,2,2,0.8954769265014715,3
0.7645493947489077,53.78005641802893,8,0.5341329570910445,7,1,0.5678301881213411,1
0.839273553815537,58.98626277942233,6,0.7612774097481652,4,4,0.7151486512586924,2
0.6272668975149791,65.55507986553738,9,0.5557766201407803,6,5,0.700105221526377,2
1.0,45.867765272314664,8,0.5494116973447754,5,5,0.7339065380812179,2
0.5990973927750447,52.73420335306805,6,0.7538541658608969,5,4,0.5987675564899588,1
0.5678717080818402,30.287007055653362,8,0.7116183722194207,2,3,0.6728701712993642,2
0.9237166310250102,52.07952542795677,10,0.8717502217782976,6,3,0.8727695951721591,3
0.8687494040944403,57.471679934668124,9,0.6480735325608685,8,3,0.8187785964700992,3
